"actor.followersCount" "actor.friendsCount" "actor.languages" "actor.link" "actor.preferredUsername" "actor.statusesCount" "body" "generator.displayName" "lat" "lon" "gnip.klout_score" "inReplyTo.link" "link" "object.actor.displayName" "object.actor.followersCount" "object.actor.preferredUsername" "object.actor.statusesCount" "object.twitter_entities.hashtags.text" "postedTime" "day" "hour" "min" "sec" "comboTime" "retweetCount" "twitter_entities.hashtags.text" "twitter_entities.user_mentions.screen_name" "verb"
"142479" 46 102 "en" "http://www.twitter.com/GayleKilgore" "GayleKilgore" "192" "Thanks Sandy for flooding my beach house and boat shop. But thanks for not ruining my speed boats at least.
#fuckyousandy" "Twitter for iPhone" "41.70796922" "-75.6010235" "31" "" "http://twitter.com/GayleKilgore/statuses/263415427185668096" "" "" "" "" "" "2012-10-30T23:01:46.000Z" 30 23 1 46 "10-30 23:01" "" "fuckyousandy" "" "post"
"142592" 217 621 "en" "http://www.twitter.com/BradyEm" "BradyEm" "7674" "@dancingsoulmate @londonlouisse @hermajestypaula oh my! #sandy messed up our weather." "Twitter for iPhone" "35.79698459" "-80.8749183" "49" "http://twitter.com/dancingsoulmate/statuses/263416285533204480" "http://twitter.com/BradyEm/statuses/263416567121989635" "" "" "" "" "" "2012-10-30T23:06:18.000Z" 30 23 6 18 "10-30 23:06" "" "sandy" "dancingsoulmate,londonlouisse" "post"
"142702" 204 457 "es" "http://www.twitter.com/tonimendezz" "tonimendezz" "1934" "Ha pasado el hurac?n sandy por mi casa." "Twitter for iPhone" "39.5781437" "2.66275081" "42" "" "http://twitter.com/tonimendezz/statuses/263417883722399744" "" "" "" "" "" "2012-10-30T23:11:32.000Z" 30 23 11 32 "10-30 23:11" "0" "" "" "post"
"142812" 4 17 "en" "http://www.twitter.com/rethawqxyetter" "rethawqxyetter" "727" "Superstorm Sandy xuo" "dlvr.it" "27.45215531" "-81.5421875" "13" "" "http://twitter.com/rethawqxyetter/statuses/263418834097143808" "" "" "" "" "" "2012-10-30T23:15:18.000Z" 30 23 15 18 "10-30 23:15" "" "" "" "post"
"142921" 28 140 "en" "http://www.twitter.com/missrachelhahn" "missrachelhahn" "1152" "If I'm another day with out power because of #Sandy I'm seriously gonna be pissed! That bitch has a serious problem messing with my power!!" "Twitter for iPhone" "41.64463885" "-71.45569769" "26" "" "http://twitter.com/missrachelhahn/statuses/263419897663614976" "" "" "" "" "" "2012-10-30T23:19:32.000Z" 30 23 19 32 "10-30 23:19" "" "Sandy" "" "post"
"143040" 205 289 "en" "http://www.twitter.com/tylerdemuro" "tylerdemuro" "3462" "?@FOX29philly: Gov Christie: We flew to the boardwalk of Seaside Heights, and it is gone. #Sandy? good seaside sucks" "Twitter for iPhone" "39.83263846" "-75.09668425" "43" "" "http://twitter.com/tylerdemuro/statuses/263421410066710528" "" "" "" "" "" "2012-10-30T23:25:32.000Z" 30 23 25 32 "10-30 23:25" "" "Sandy" "FOX29philly" "post"
"143161" 103 153 "en" "http://www.twitter.com/getitfitness" "getitfitness" "934" "#happyclients Class tomorrow.\"Great! I have bedsores already.\" #HurricaneSandy #coreremastered #fitness #Getit" "Twitter for iPhone" "40.78040567" "-73.95290293" "39" "" "http://twitter.com/getitfitness/statuses/263423036911411200" "" "" "" "" "" "2012-10-30T23:32:00.000Z" 30 23 32 0 "10-30 23:32" "" "happyclients,HurricaneSandy" "" "post"
"143273" 123 144 "en" "http://www.twitter.com/Tony_Turnd_UP" "Tony_Turnd_UP" "2518" "I think he meant hurricane #Sandy" "Twitter for Android" "38.5487524" "-90.1458853" "29" "" "http://twitter.com/Tony_Turnd_UP/statuses/263423632460632064" "" "" "" "" "" "2012-10-30T23:34:22.000Z" 30 23 34 22 "10-30 23:34" "" "Sandy" "" "post"
"143382" 38 206 "en" "http://www.twitter.com/motrain1976" "motrain1976" "556" "@alexmorgan13 @karakeough a lil wave snuck up on NY too. #Sandy" "Twitter for Android" "38.97251817" "-86.54871793" "27" "http://twitter.com/alexmorgan13/statuses/263378967204081664" "http://twitter.com/motrain1976/statuses/263424196552572928" "" "" "" "" "" "2012-10-30T23:36:37.000Z" 30 23 36 37 "10-30 23:36" "" "Sandy" "alexmorgan13,karakeough" "post"
"143491" NA 0 "en" "http://www.twitter.com/amnesunekk" "amnesunekk" "51" "Superstorm Sandy xuo" "dlvr.it" "32.89043842" "-111.4821284" "" "" "http://twitter.com/amnesunekk/statuses/263424554058264578" "" "" "" "" "" "2012-10-30T23:38:02.000Z" 30 23 38 2 "10-30 23:38" "" "" "" "post"
"143606" 46 33 "en" "http://www.twitter.com/monefx" "monefx" "486" "Ultima notte a miami dopo una vacanza forzata di quasi una settimana...halloween, sandy and much more! Tired of living la vida loca, lol" "Twitter for iPhone" "25.78142839" "-80.13462797" "23" "" "http://twitter.com/monefx/statuses/263425341752737792" "" "" "" "" "" "2012-10-30T23:41:10.000Z" 30 23 41 10 "10-30 23:41" "" "" "" "post"
"143728" 172 143 "en" "http://www.twitter.com/marissamignano" "marissamignano" "13091" "Sandy my darlin you hurt me real bad  @ Goat Pen At Pace University http://t.co/bOWGKtmQ" "Instagram" "41.12863009" "-73.80684322" "35" "" "http://twitter.com/marissamignano/statuses/263426923051507712" "" "" "" "" "" "2012-10-30T23:47:27.000Z" 30 23 47 27 "10-30 23:47" "" "" "" "post"
"143848" 851 741 "en" "http://www.twitter.com/Scooter_Queen" "Scooter_Queen" "10222" "Prayers for all affected by #Sandy" "Twitter for iPhone" "40.52920282" "-111.9716645" "48" "" "http://twitter.com/Scooter_Queen/statuses/263428131724066817" "" "" "" "" "" "2012-10-30T23:52:15.000Z" 30 23 52 15 "10-30 23:52" "0" "Sandy" "" "post"
"143958" 1673 663 "en" "http://www.twitter.com/oUtopista" "oUtopista" "39162" "Lucas Lima. \"@Tonkiel: zero hora j? achou algum gaucho afetado pelo furac?o sandy?\"" "Twitter for Android" "-30.0206501" "-51.1521397" "45" "" "http://twitter.com/oUtopista/statuses/263428977639690242" "" "" "" "" "" "2012-10-30T23:55:37.000Z" 30 23 55 37 "10-30 23:55" "0" "" "Tonkiel" "post"
"144071" 428 417 "en" "http://www.twitter.com/TaylorBrockopp" "TaylorBrockopp" "5750" "hahaha sandy http://t.co/AL74z2lH" "Twitter for iPhone" "45.20110725" "-93.67427599" "45" "" "http://twitter.com/TaylorBrockopp/statuses/263430385147457537" "" "" "" "" "" "2012-10-31T00:01:13.000Z" 31 0 1 13 "10-31 00:01" "0" "" "" "post"
"144186" 271 275 "en" "http://www.twitter.com/Jason_Klump" "Jason_Klump" "16750" "Can someone on twitter take a god damn picture of #BoardwalkHall? #Sandy #AC #ECACHockey" "Twitter for Android" "41.7077626" "-70.0814632" "43" "" "http://twitter.com/Jason_Klump/statuses/263431769913716736" "" "" "" "" "" "2012-10-31T00:06:42.000Z" 31 0 6 42 "10-31 00:06" "0" "BoardwalkHall,Sandy" "" "post"
"144298" 169 384 "es" "http://www.twitter.com/aleja_bu" "aleja_bu" "3004" "#Sandy pas? por aqu?... ?Cate que no la vi!
Jajajaja" "Twitter for iPhone" "6.23793486" "-75.60305206" "40" "" "http://twitter.com/aleja_bu/statuses/263433149718085633" "" "" "" "" "" "2012-10-31T00:12:11.000Z" 31 0 12 11 "10-31 00:12" "" "Sandy" "" "post"
"144407" 940 2004 "en" "http://www.twitter.com/LoyalKimberly" "LoyalKimberly" "30745" "Thank you for all the prayers for me now it's time to pray for the ones that got affected by hurricane sandy in New York and New Jersey and" "Twitter for Android" "37.5285984" "-77.1694281" "42" "" "http://twitter.com/LoyalKimberly/statuses/263435658503282689" "" "" "" "" "" "2012-10-31T00:22:10.000Z" 31 0 22 10 "10-31 00:22" "0" "" "" "post"
"144518" NA 10 "en" "http://www.twitter.com/DreamerNancy" "DreamerNancy" "126" "#UnitedWay @Patriots visit @Gillette rescheduled to Friday due to #HurricaneSandy.Stay safe! Wish these trees... http://t.co/qZj7BchQ" "Twitter for iPad" "42.15145732" "-70.89424772" "16" "" "http://twitter.com/DreamerNancy/statuses/263436947006054400" "" "" "" "" "" "2012-10-31T00:27:18.000Z" 31 0 27 18 "10-31 00:27" "" "UnitedWay,HurricaneSandy" "Patriots,Gillette" "post"
"144633" 355 357 "en" "http://www.twitter.com/nmorretti21" "nmorretti21" "3719" "Jokes on you guys this is Hurricane Sandy ??????" "Twitter for iPhone" "42.47027392" "-70.90535032" "43" "" "http://twitter.com/nmorretti21/statuses/263438118651310081" "" "" "" "" "" "2012-10-31T00:31:56.000Z" 31 0 31 56 "10-31 00:31" "" "" "" "post"
"144748" 1035 306 "en" "http://www.twitter.com/YuleHeibel" "YuleHeibel" "9802" "Getting b-slapped by an electro-version (massive lightning) of Baby #SANDY outliers returning for fun-n-games. Ugh, enough already!" "Twitter for iPhone" "42.55493541" "-70.87281823" "45" "" "http://twitter.com/YuleHeibel/statuses/263439629741604865" "" "" "" "" "" "2012-10-31T00:37:56.000Z" 31 0 37 56 "10-31 00:37" "0" "SANDY" "" "post"
"144858" 522 767 "en" "http://www.twitter.com/NikeOregon15" "NikeOregon15" "3343" "How the NBA Comissioner gone say Hurricane Katrina instead of Sandy???" "Mobile Web" "41.5095047" "-87.3576044" "34" "" "http://twitter.com/NikeOregon15/statuses/263441078638759937" "" "" "" "" "" "2012-10-31T00:43:42.000Z" 31 0 43 42 "10-31 00:43" "" "" "" "post"
"144972" 480 711 "en" "http://www.twitter.com/jwilliams70" "jwilliams70" "1466" "@SenJohnMcCain,regardless of your opinion to attack the Prez about Libya during a #Sandy event for storm suffers,you are classless &amp; bitter." "Twitter for iPhone" "33.04683039" "-96.85586474" "39" "" "http://twitter.com/jwilliams70/statuses/263442624046850048" "" "" "" "" "" "2012-10-31T00:49:50.000Z" 31 0 49 50 "10-31 00:49" "" "Sandy" "SenJohnMcCain" "post"
"145092" 192 212 "en" "http://www.twitter.com/ms_coley" "ms_coley" "1444" "@ChopShopStl thanks guys! So far just powerless but otherwise we're alright. It's been a crazy 48 hours here in NYC #Sandy" "Twitter for iPhone" "40.76645065" "-73.96659957" "50" "http://twitter.com/ChopShopStl/statuses/263420824713838592" "http://twitter.com/ms_coley/statuses/263444159757684736" "" "" "" "" "" "2012-10-31T00:55:56.000Z" 31 0 55 56 "10-31 00:55" "" "Sandy" "ChopShopStl" "post"
"145212" 91 116 "en" "http://www.twitter.com/AnthonyRonca" "AnthonyRonca" "2273" "I will not allow Hurricane Sandy to hinder my social life." "Twitter for Android" "40.72103159" "-73.79936001" "32" "" "http://twitter.com/AnthonyRonca/statuses/263445592078970880" "" "" "" "" "" "2012-10-31T01:01:38.000Z" 31 1 1 38 "10-31 01:01" "" "" "" "post"
"145323" 182 167 "en" "http://www.twitter.com/n8davis" "n8davis" "3324" "A huge thank you to @jimworth for hooking a brother up with some power. #sandy  @ Davis Services Group http://t.co/CpFh5EHq" "Instagram" "40.4234939" "-75.34273624" "42" "" "http://twitter.com/n8davis/statuses/263447230248280064" "" "" "" "" "" "2012-10-31T01:08:08.000Z" 31 1 8 8 "10-31 01:08" "0" "sandy" "jimworth" "post"
"145436" 307 893 "en" "http://www.twitter.com/falcongirl35" "falcongirl35" "4959" "Since I worked myself into a frenzy watching #Sandy news all day its time to continue marathon of season 1 of Revenge on @netflix" "Twitter for Android" "40.67814946" "-73.89423164" "42" "" "http://twitter.com/falcongirl35/statuses/263448905004498944" "" "" "" "" "" "2012-10-31T01:14:48.000Z" 31 1 14 48 "10-31 01:14" "0" "Sandy" "netflix" "post"
"145553" 2024 779 "en" "http://www.twitter.com/fabianwilliams" "fabianwilliams" "17815" "TGIF the cure for Hurricane Sandy Cabin Fever (@ TGI Friday's) http://t.co/QtFih2IS" "foursquare" "39.09011482" "-76.85918827" "52" "" "http://twitter.com/fabianwilliams/statuses/263450859319472129" "" "" "" "" "" "2012-10-31T01:22:34.000Z" 31 1 22 34 "10-31 01:22" "0" "" "" "post"
"145677" 184 346 "en" "http://www.twitter.com/TheWorldFamousG" "TheWorldFamousG" "2968" "#Sandy can suck a fatty." "Twitter for iPhone" "40.35517787" "-74.44187326" "34" "" "http://twitter.com/TheWorldFamousG/statuses/263452645975535616" "" "" "" "" "" "2012-10-31T01:29:40.000Z" 31 1 29 40 "10-31 01:29" "" "Sandy" "" "post"
"145796" 156 182 "en" "http://www.twitter.com/SniperMogulz" "SniperMogulz" "1602" "Sandy \"Tryna Fuck Up NY It Ain't Gone Happened Thou \"God Watching Ova The City #ILoveNY" "Twitter for Android" "33.63249175" "-84.4813056" "38" "" "http://twitter.com/SniperMogulz/statuses/263454287420616704" "" "" "" "" "" "2012-10-31T01:36:11.000Z" 31 1 36 11 "10-31 01:36" "" "ILoveNY" "" "post"
"145914" 630 773 "en" "http://www.twitter.com/cornbreadskid" "cornbreadskid" "2925" "??? Sandy has come and past, the innocent can never last .Wake me up when October ends.???" "Twitter for Android" "42.3065488" "-71.7739589" "34" "" "http://twitter.com/cornbreadskid/statuses/263455995857088513" "" "" "" "" "" "2012-10-31T01:42:58.000Z" 31 1 42 58 "10-31 01:42" "0" "" "" "post"
"146034" 15 51 "en" "http://www.twitter.com/Strength_Shaman" "Strength_Shaman" "79" "Im so glad i went to the gym while i was in Florida. Cuz comin back to this hurricane with the gym bein closed is killin me. #HurricaneSandy" "Twitter for Android" "39.35220032" "-74.65216833" "17" "" "http://twitter.com/Strength_Shaman/statuses/263457671288598528" "" "" "" "" "" "2012-10-31T01:49:38.000Z" 31 1 49 38 "10-31 01:49" "" "HurricaneSandy" "" "post"
"146163" 133 204 "en" "http://www.twitter.com/mybestyette" "mybestyette" "554" "Feel relieved. Just spoke to my Tito from NJ and though they still have no power and a big tree fell on their garage, they're safe. #sandy" "Twitter for iPhone" "14.52863642" "121.0586327" "39" "" "http://twitter.com/mybestyette/statuses/263459376680009728" "" "" "" "" "" "2012-10-31T01:56:24.000Z" 31 1 56 24 "10-31 01:56" "0" "sandy" "" "post"
"146283" 185 249 "en" "http://www.twitter.com/lore_x3" "lore_x3" "5854" "So Halloween has been moved to another day because of sandy :(" "Twitter for iPhone" "40.79231872" "-74.00456405" "44" "" "http://twitter.com/lore_x3/statuses/263461110424948736" "" "" "" "" "" "2012-10-31T02:03:18.000Z" 31 2 3 18 "10-31 02:03" "0" "" "" "post"
"146397" 1618 1753 "en" "http://www.twitter.com/jenkavs" "" "7832" "Crowded around the (battery powered) radio...it's entertaining us. That and the wine. #sandy" "Twitter for iPhone" "41.01870209" "-73.65317766" "62" "" "http://twitter.com/jenkavs/statuses/263462365851418624" "" "" "" "" "" "2012-10-31T02:08:17.000Z" 31 2 8 17 "10-31 02:08" "0" "sandy" "" "post"
"146509" 89 112 "en" "http://www.twitter.com/AnilTOI" "AnilTOI" "1031" "Katrina, Sandy, Laila....who names these hurricanes &amp; cyclones? A cyclone hitting Kerala coast shud be named Shakila !!!  #cyclone #Sandy" "Twitter for iPhone" "12.92531316" "77.56710013" "28" "" "http://twitter.com/AnilTOI/statuses/263463529691107328" "" "" "" "" "" "2012-10-31T02:12:55.000Z" 31 2 12 55 "10-31 02:12" "0" "cyclone,Sandy" "" "post"
"146624" NA 1 "en" "http://www.twitter.com/miKeLIn1994" "miKeLIn1994" "23" "Superstorm Sandy breaks records http://t.co/4WzxB7ye" "iOS" "22.758158" "120.337654" "" "" "http://twitter.com/miKeLIn1994/statuses/263464891090870274" "" "" "" "" "" "2012-10-31T02:18:19.000Z" 31 2 18 19 "10-31 02:18" "" "" "" "post"
"146735" 241 351 "en" "http://www.twitter.com/fieldtay" "fieldtay" "3495" "prayers to all the people dealing with hurricane sandy" "Twitter for Android" "42.6227794" "-89.2422261" "40" "" "http://twitter.com/fieldtay/statuses/263466317045174272" "" "" "" "" "" "2012-10-31T02:23:59.000Z" 31 2 23 59 "10-31 02:23" "" "" "" "post"
"146859" 65 132 "es" "http://www.twitter.com/ArcanumAnonymus" "ArcanumAnonymus" "2985" "RT \"@HuffingtonPost: #Sandy was the largest hurricane to ever form in the Atlantic Basin http://t.co/gYDAXkic\"" "Mobile Web" "-33.51023234" "-70.54513328" "34" "" "http://twitter.com/ArcanumAnonymus/statuses/263467788037926912" "" "" "" "" "" "2012-10-31T02:29:50.000Z" 31 2 29 50 "10-31 02:29" "0" "Sandy" "HuffingtonPost" "post"
"146988" 144 132 "en" "http://www.twitter.com/s3xyvanilla" "s3xyvanilla" "6785" "#coned shut off power to multiple networks in #statenisland and #brooklyn bc of transmission damage. working on it now.. #sandy #poweroutage" "TweetDeck" "40.688114" "-73.97931" "35" "" "http://twitter.com/s3xyvanilla/statuses/263469552283820032" "" "" "" "" "" "2012-10-31T02:36:50.000Z" 31 2 36 50 "10-31 02:36" "" "coned,statenisland" "" "post"
"147102" 47 113 "en" "http://www.twitter.com/DavidSalkeld" "DavidSalkeld" "865" "Big shout out to @SamaritansPurse from @gretawire #Sandy" "Twitter for iPhone" "38.94081884" "-104.6809328" "" "" "http://twitter.com/DavidSalkeld/statuses/263471204097212416" "" "" "" "" "" "2012-10-31T02:43:24.000Z" 31 2 43 24 "10-31 02:43" "0" "Sandy" "SamaritansPurse,gretawire" "post"
"147223" 141 1039 "en" "http://www.twitter.com/Magic367g" "Magic367g" "703" "@donnabrazile @ABC @DianeSawyer it is again a sad time in history due to Sandy but we should help ECoast by all means necessary" "Mobile Web" "29.55160976" "-98.31101396" "41" "http://twitter.com/donnabrazile/statuses/263471167975862272" "http://twitter.com/Magic367g/statuses/263473186706964481" "" "" "" "" "" "2012-10-31T02:51:17.000Z" 31 2 51 17 "10-31 02:51" "" "" "donnabrazile,ABC" "post"
"147333" 8 35 "en" "http://www.twitter.com/USAFBratt" "USAFBratt" "185" "#hurricanesandy  @ Lower Southampton Fire Department http://t.co/Zy6tF1VH" "Instagram" "40.15407522" "-74.98036573" "19" "" "http://twitter.com/USAFBratt/statuses/263475030137126913" "" "" "" "" "" "2012-10-31T02:58:36.000Z" 31 2 58 36 "10-31 02:58" "" "hurricanesandy" "" "post"
"147449" 212 402 "en" "http://www.twitter.com/adjectivemaker" "adjectivemaker" "16521" "I'm at Frankenstorm Apocalypse - Hurricane Sandy (New York, NY) w/ 166 others http://t.co/t6hYzt3O" "foursquare" "40.79301881" "-73.79379272" "35" "" "http://twitter.com/adjectivemaker/statuses/263476927321481216" "" "" "" "" "" "2012-10-31T03:06:09.000Z" 31 3 6 9 "10-31 03:06" "0" "" "" "post"
"147569" 14 44 "en" "http://www.twitter.com/evil_sorceresss" "evil_sorceresss" "321" "#Sandy ??? ?? ???????, ????, ??????!" "Twitter for Android" "40.5922057" "-73.9707361" "17" "" "http://twitter.com/evil_sorceresss/statuses/263478675855515648" "" "" "" "" "" "2012-10-31T03:13:06.000Z" 31 3 13 6 "10-31 03:13" "" "Sandy" "" "post"
"147682" 109 302 "en" "http://www.twitter.com/somnathpaul" "somnathpaul" "2380" "From #Sandy its now #Nilam. Looming strong in South #India. Pray this is not like #Katrina." "Twitter for Android" "22.4941794" "88.3458626" "21" "" "http://twitter.com/somnathpaul/statuses/263480716938080256" "" "" "" "" "" "2012-10-31T03:21:12.000Z" 31 3 21 12 "10-31 03:21" "0" "Sandy,Nilam" "" "post"
"147794" 173 307 "en" "http://www.twitter.com/moh_amrh" "moh_amrh" "10467" "Kalo dipikir2 nama badai di amerika itu dipilihnya berdasarkan nama2 perempuan bukan sih?? Dulu katrina, sekarang sandy..." "TweetCaster for Android" "-5.3635788" "105.2449874" "46" "" "http://twitter.com/moh_amrh/statuses/263482713783275520" "" "" "" "" "" "2012-10-31T03:29:08.000Z" 31 3 29 8 "10-31 03:29" "" "" "" "post"
"147913" 2444 2323 "pt" "http://www.twitter.com/_lalalalais" "_lalalalais" "20492" "Essa tempestade Sandy n?o chega nem aos p?s dos desastres no RJ e no Jap?o." "Twitter for Android" "-3.14098448" "-58.44546821" "39" "" "http://twitter.com/_lalalalais/statuses/263485200976183296" "" "" "" "" "" "2012-10-31T03:39:01.000Z" 31 3 39 1 "10-31 03:39" "0" "" "" "post"
"148021" 230 417 "en" "http://www.twitter.com/DVnice" "DVnice" "3358" "Pedophiles love #Sandy #TrickOrTreat is multiple days this year @OVproblems" "Twitter for Android" "40.1486601" "-80.7067091" "38" "" "http://twitter.com/DVnice/statuses/263487531281170433" "" "" "" "" "" "2012-10-31T03:48:17.000Z" 31 3 48 17 "10-31 03:48" "" "Sandy,TrickOrTreat" "OVproblems" "post"
"148142" 268 163 "en" "http://www.twitter.com/MDoe__" "MDoe__" "2967" "My sleeping pattern shit is all fucked up now 
#FuckYouSandy" "Twitter for Android" "41.6790547" "-70.4995253" "33" "" "http://twitter.com/MDoe__/statuses/263490443503878145" "" "" "" "" "" "2012-10-31T03:59:51.000Z" 31 3 59 51 "10-31 03:59" "" "FuckYouSandy" "" "post"
"148263" 219 321 "en" "http://www.twitter.com/Transit_Manager" "Transit_Manager" "810" "Working through the night to restore full bus service Wednesday morning... Coffee please!  #transit #sandy" "Twitter for Android" "40.63376867" "-74.12888815" "44" "" "http://twitter.com/Transit_Manager/statuses/263492789378088960" "" "" "" "" "" "2012-10-31T04:09:11.000Z" 31 4 9 11 "10-31 04:09" "0" "transit,sandy" "" "post"
"148369" 83 234 "en" "http://www.twitter.com/alexapastor" "alexapastor" "1672" "#rotterfam #hurricane #sandy #hurricanesandy #hofstr @ Hofstra University - The Netherlands: Rotterdam House http://t.co/KNG664oa" "Instagram" "40.71621654" "-73.6052227" "35" "" "http://twitter.com/alexapastor/statuses/263495177589641216" "" "" "" "" "" "2012-10-31T04:18:40.000Z" 31 4 18 40 "10-31 04:18" "" "rotterfam,hurricane" "" "post"
